ID,Overetch,Distance,Angle
2,0.1,1.5,1.0
3,0.1,1.5,0.7777777777777778
4,0.1,1.5,0.5555555555555556
5,0.1,1.5,0.33333333333333337
6,0.1,1.5,0.11111111111111116
7,0.1,1.5,-0.11111111111111116
8,0.1,1.5,-0.33333333333333326
9,0.1,1.5,-0.5555555555555554
10,0.1,1.5,-0.7777777777777777
11,0.1,1.5,-1.0
12,0.1,1.6111111111111112,1.0
13,0.1,1.6111111111111112,0.7777777777777778
14,0.1,1.6111111111111112,0.5555555555555556
15,0.1,1.6111111111111112,0.33333333333333337
16,0.1,1.6111111111111112,0.11111111111111116
17,0.1,1.6111111111111112,-0.11111111111111116
18,0.1,1.6111111111111112,-0.33333333333333326
19,0.1,1.6111111111111112,-0.5555555555555554
20,0.1,1.6111111111111112,-0.7777777777777777
21,0.1,1.6111111111111112,-1.0
22,0.1,1.7222222222222223,1.0
23,0.1,1.7222222222222223,0.7777777777777778
24,0.1,1.7222222222222223,0.5555555555555556
25,0.1,1.7222222222222223,0.33333333333333337
26,0.1,1.7222222222222223,0.11111111111111116
27,0.1,1.7222222222222223,-0.11111111111111116
28,0.1,1.7222222222222223,-0.33333333333333326
29,0.1,1.7222222222222223,-0.5555555555555554
30,0.1,1.7222222222222223,-0.7777777777777777
31,0.1,1.7222222222222223,-1.0
32,0.1,1.8333333333333333,1.0
33,0.1,1.8333333333333333,0.7777777777777778
34,0.1,1.8333333333333333,0.5555555555555556
35,0.1,1.8333333333333333,0.33333333333333337
36,0.1,1.8333333333333333,0.11111111111111116
37,0.1,1.8333333333333333,-0.11111111111111116
38,0.1,1.8333333333333333,-0.33333333333333326
39,0.1,1.8333333333333333,-0.5555555555555554
40,0.1,1.8333333333333333,-0.7777777777777777
41,0.1,1.8333333333333333,-1.0
42,0.1,1.9444444444444444,1.0
43,0.1,1.9444444444444444,0.7777777777777778
44,0.1,1.9444444444444444,0.5555555555555556
45,0.1,1.9444444444444444,0.33333333333333337
46,0.1,1.9444444444444444,0.11111111111111116
47,0.1,1.9444444444444444,-0.11111111111111116
48,0.1,1.9444444444444444,-0.33333333333333326
49,0.1,1.9444444444444444,-0.5555555555555554
50,0.1,1.9444444444444444,-0.7777777777777777
51,0.1,1.9444444444444444,-1.0
52,0.1,2.0555555555555554,1.0
53,0.1,2.0555555555555554,0.7777777777777778
54,0.1,2.0555555555555554,0.5555555555555556
55,0.1,2.0555555555555554,0.33333333333333337
56,0.1,2.0555555555555554,0.11111111111111116
57,0.1,2.0555555555555554,-0.11111111111111116
58,0.1,2.0555555555555554,-0.33333333333333326
59,0.1,2.0555555555555554,-0.5555555555555554
60,0.1,2.0555555555555554,-0.7777777777777777
61,0.1,2.0555555555555554,-1.0
62,0.1,2.1666666666666665,1.0
63,0.1,2.1666666666666665,0.7777777777777778
64,0.1,2.1666666666666665,0.5555555555555556
65,0.1,2.1666666666666665,0.33333333333333337
66,0.1,2.1666666666666665,0.11111111111111116
67,0.1,2.1666666666666665,-0.11111111111111116
68,0.1,2.1666666666666665,-0.33333333333333326
69,0.1,2.1666666666666665,-0.5555555555555554
70,0.1,2.1666666666666665,-0.7777777777777777
71,0.1,2.1666666666666665,-1.0
72,0.1,2.2777777777777777,1.0
73,0.1,2.2777777777777777,0.7777777777777778
74,0.1,2.2777777777777777,0.5555555555555556
75,0.1,2.2777777777777777,0.33333333333333337
76,0.1,2.2777777777777777,0.11111111111111116
77,0.1,2.2777777777777777,-0.11111111111111116
78,0.1,2.2777777777777777,-0.33333333333333326
79,0.1,2.2777777777777777,-0.5555555555555554
80,0.1,2.2777777777777777,-0.7777777777777777
81,0.1,2.2777777777777777,-1.0
82,0.1,2.388888888888889,1.0
83,0.1,2.388888888888889,0.7777777777777778
